SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEVALUE;FACEUNIT;ISSUESIZE;IS_COLLATERAL;IS_EXTERNAL;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;MATDATE;IS_RII;ISSUEDATE;EVENINGSESSION;IS_QUALIFIED_INVESTORS;HIGH_RISK;YIELDATWAP;REGISTRYCLOSEDATE;DIVIDENDVALUE;DIVIDENDYIELD;REGISTRYCLOSETYPE;EMITENTNAME;INN;LOTSIZE;PRICE;PRICE_RUB;RTL1;RTH1;RTL2;RTH2;RTL3;RTH3;DISCOUNT1;LIMIT1;DISCOUNT2;LIMIT2;DISCOUNT3;DISCOUNTL0;DISCOUNTH0
XS2139835636;BCSALORPT;BCS SP Plc Series 2020-8;Корпоративные еврооблигации;XS2139835636;;3;100000,0;RUB;1000;0;1;TQCB;Т+: Облигации - безадрес.;15.06.2023;;19.03.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;74,33;74330,0;;148660,0;;148660,0;;148660,0;100,0;;;;;;
XS2143149834;BCS07/25-2;BCS SP Plc Series 87;Корпоративные еврооблигации;XS2143149834;;3;1250,0;USD;8000;0;1;TQOD;Т+: Облигации (USD) - безадрес.;30.07.2025;;08.04.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;99,99;92212,9;;184425,8;;184425,8;;184425,8;100,0;;;;;;
XS2143253495;BCS06/25-4;BCS SP Plc Series 89;Корпоративные еврооблигации;XS2143253495;;3;100000,0;RUB;6000;0;1;TQCB;Т+: Облигации - безадрес.;30.06.2025;;24.03.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;95,98;95980,0;;191960,0;;191960,0;;191960,0;100,0;;;;;;
XS2143253651;BCS06/25-3;BCS SP Plc Series 88;Корпоративные еврооблигации;XS2143253651;;3;1250,0;USD;8000;0;1;TQOD;Т+: Облигации (USD) - безадрес.;30.06.2025;;23.03.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;97,49;89907,35;;179814,7;;179814,7;;179814,7;100,0;;;;;;
XS2152970393;BCS GMp4;BCS SP Plc Series 2020-11;Корпоративные еврооблигации;XS2152970393;;3;1250,0;USD;4000;0;1;TQOD;Т+: Облигации (USD) - безадрес.;08.04.2025;;08.04.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;100,0;92222,13;;184444,26;;184444,26;;184444,26;100,0;;;;;;
XS2154338623;BCS GMf3;BCS SP Plc Series 2020-13;Корпоративные еврооблигации;XS2154338623;;3;1250,0;USD;8000;0;1;TQOD;Т+: Облигации (USD) - безадрес.;27.06.2025;;16.04.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;110,27;101693,34;;203386,68;;203386,68;;203386,68;100,0;;;;;;
XS2157526315;GAZ-25 EU2;Gaz Finance Plc 2.95 15/04/25;Корпоративные еврооблигации;XS2157526315;;3;1000,0;EUR;1000000;0;1;TQOE;Т+: Облигации (EUR) - безадрес.;15.04.2025;;15.04.2020;0;0;0;;;;;;Gaz Finance Plc;0000004846;1;106,808;97811,052;79226,952;116395,152;76292,621;119329,483;73358,289;122263,815;19,0;20000;22,0;100000;25,0;;
XS2158465802;BCS05/23-2;BCS SP Plc Series 90;Корпоративные еврооблигации;XS2158465802;;3;1250,0;USD;1600;0;1;TQOD;Т+: Облигации (USD) - безадрес.;17.05.2023;;16.04.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;98,21;90571,35;;181142,7;;181142,7;;181142,7;100,0;;;;;;
XS2159874002;LUK-30;LUKOIL Securities B.V.06/05/30;Корпоративные еврооблигации;XS2159874002;;3;1000,0;USD;1500000;1;1;TQOD;Т+: Облигации (USD) - безадрес.;06.05.2030;;06.05.2020;0;0;0;3,02;;;;;Lukoil Securities B.V.;;1;106,838;79688,226;39844,113;119532,339;37453,466;121922,986;35062,819;124313,633;50,0;30000;53,0;150000;56,0;;
XS2166995725;BCS GMp5;BCS SP Plc Series 2020-14;Корпоративные еврооблигации;XS2166995725;;3;100000,0;RUB;6000;0;1;TQCB;Т+: Облигации - безадрес.;12.05.2025;;30.04.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;100,0;100000,0;;200000,0;;200000,0;;200000,0;100,0;;;;;;
XS2181436796;BCS06/25-5;BCS SP Plc Series 92;Корпоративные еврооблигации;XS2181436796;;3;100000,0;RUB;6000;0;1;TQCB;Т+: Облигации - безадрес.;30.06.2025;;29.05.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;93,99;93990,0;;187980,0;;187980,0;;187980,0;100,0;;;;;;
XS2183144810;ALFA-23 EU;Alfa Holding Issuance 11/06/23;Корпоративные еврооблигации;XS2183144810;;3;1000,0;EUR;350000;0;1;TQOE;Т+: Облигации (EUR) - безадрес.;11.06.2023;;11.06.2020;0;0;0;;;;;;Alfa holding Issuance plc;0000003953;1;101,619;92599,432;81487,5;103711,364;78709,517;106489,347;75931,534;109267,33;12,0;7000;15,0;35000;18,0;;
XS2183933576;BCS06/23-2;BCS SP Plc Series 94;Корпоративные еврооблигации;XS2183933576;;3;1250,0;USD;2400;0;1;TQOD;Т+: Облигации (USD) - безадрес.;21.06.2023;;05.06.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;98,99;91290,68;;182581,36;;182581,36;;182581,36;100,0;;;;;;
XS2185963803;BCS10/25;BCS SP Plc Series 95;Корпоративные еврооблигации;XS2185963803;;3;100000,0;RUB;6000;0;1;TQCB;Т+: Облигации - безадрес.;15.10.2025;;10.06.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;99,98;99980,0;;199960,0;;199960,0;;199960,0;100,0;;;;;;
XS2189376911;BCS GMf5;BCS SP Plc Series 2020-16;Корпоративные еврооблигации;XS2189376911;;3;100000,0;RUB;6000;0;1;TQCB;Т+: Облигации - безадрес.;20.06.2025;;10.06.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;97,99;97990,0;;195980,0;;195980,0;;195980,0;100,0;;;;;;
XS2189377562;BCS GMf4;BCS SP Plc Series 2020-15;Корпоративные еврооблигации;XS2189377562;;3;1250,0;USD;8000;0;1;TQOD;Т+: Облигации (USD) - безадрес.;20.06.2025;;10.06.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;106,94;98622,34;;197244,68;;197244,68;;197244,68;100,0;;;;;;
XS2191043913;BCS06/25-6;BCS SP Plc Series 98;Корпоративные еврооблигации;XS2191043913;;3;1250,0;USD;3200;0;1;TQOD;Т+: Облигации (USD) - безадрес.;30.06.2025;;18.06.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;94,99;87601,8;;175203,6;;175203,6;;175203,6;100,0;;;;;;
XS2191173538;BCS07/23;BCS SP Plc Series 97;Корпоративные еврооблигации;XS2191173538;;3;1250,0;USD;8000;0;1;TQOD;Т+: Облигации (USD) - безадрес.;20.07.2023;;17.06.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;100,49;92674,01;;185348,02;;185348,02;;185348,02;100,0;;;;;;
XS2194477282;BCS07/23-2;BCS SP Plc Series 101;Корпоративные еврооблигации;XS2194477282;;3;1000,0;EUR;10000;0;1;TQOE;Т+: Облигации (EUR) - безадрес.;30.07.2023;;23.06.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;91,74;82050,329;;164100,658;;164100,658;;164100,658;100,0;;;;;;
XS2194483769;BCS06/25-7;BCS SP Plc Series 99;Корпоративные еврооблигации;XS2194483769;;3;100000,0;RUB;5000;0;1;TQCB;Т+: Облигации - безадрес.;30.06.2025;;23.06.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;91,99;91990,0;;183980,0;;183980,0;;183980,0;100,0;;;;;;
XS2196311380;BCS GMeF1;BCS SP Plc Series 2020-17;Корпоративные еврооблигации;XS2196311380;;3;1250,0;USD;4000;0;1;TQOD;Т+: Облигации (USD) - безадрес.;29.07.2023;;30.06.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;100,0;92222,13;;184444,26;;184444,26;;184444,26;100,0;;;;;;
XS2196334671;GAZ-27_2;Gaz Finance Plc 3.00 29/06/27;Корпоративные еврооблигации;XS2196334671;;3;1000,0;USD;1000000;1;1;TQOD;Т+: Облигации (USD) - безадрес.;29.06.2027;;29.06.2020;0;0;0;;;;;;Gaz Finance Plc;0000004846;1;102,383;75880,119;59186,493;92573,745;56910,089;94850,149;54633,686;97126,552;22,0;20000;25,0;100000;28,0;;
XS2198400470;BCS08/23;BCS SP Plc Series 103;Корпоративные еврооблигации;XS2198400470;;3;1250,0;USD;8000;0;1;TQOD;Т+: Облигации (USD) - безадрес.;21.08.2023;;03.07.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;;;;;;;;;100,0;;;;;;
XS2200171762;BCSGM PG2;BCS SP Plc Series 2020-18;Корпоративные еврооблигации;XS2200171762;;3;1250,0;USD;4800;0;1;TQOD;Т+: Облигации (USD) - безадрес.;25.09.2025;;07.07.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;91,99;84835,13;;169670,26;;169670,26;;169670,26;100,0;;;;;;
XS2205319705;BCS GMf7;BCS SP Plc Series 2020-20;Корпоративные еврооблигации;XS2205319705;;3;1000,0;EUR;10000;0;1;TQOE;Т+: Облигации (EUR) - безадрес.;25.09.2025;;15.07.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;100,079;89508,556;;179017,112;;179017,112;;179017,112;100,0;;;;;;
XS2205545119;BCS GMf6;BCS SP Plc Series 2020-19;Корпоративные еврооблигации;XS2205545119;;3;1250,0;USD;8000;0;1;TQOD;Т+: Облигации (USD) - безадрес.;25.09.2025;;15.07.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;94,99;87601,8;;175203,6;;175203,6;;175203,6;100,0;;;;;;
XS2206912847;BCSALORLV3;BCS SP Plc Series 2020-21;Корпоративные еврооблигации;XS2206912847;;3;100000,0;RUB;1000;0;1;TQCB;Т+: Облигации - безадрес.;31.08.2023;;14.07.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;88,99;88990,0;;177980,0;;177980,0;;177980,0;100,0;;;;;;
XS2208853999;BCS11/25;BCS SP Plc Series 104;Корпоративные еврооблигации;XS2208853999;;3;1250,0;USD;8000;0;1;TQOD;Т+: Облигации (USD) - безадрес.;24.11.2025;;24.07.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;96,82;89289,46;;178578,92;;178578,92;;178578,92;100,0;;;;;;
XS2210719485;BCS08/25;BCS SP Plc Series 105;Корпоративные еврооблигации;XS2210719485;;3;100000,0;RUB;6000;0;1;TQCB;Т+: Облигации - безадрес.;28.08.2025;;29.07.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;102,99;102990,0;;205980,0;;205980,0;;205980,0;100,0;;;;;;
XS2211859439;BCS06/25-8;BCS SP Plc Series 107;Корпоративные еврооблигации;XS2211859439;;3;1250,0;USD;4000;0;1;TQOD;Т+: Облигации (USD) - безадрес.;30.06.2025;;03.08.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;89,99;82990,69;;165981,38;;165981,38;;165981,38;100,0;;;;;;
XS2212035690;BCS06/25-9;BCS SP Plc Series 108;Корпоративные еврооблигации;XS2212035690;;3;100000,0;RUB;6000;0;1;TQCB;Т+: Облигации - безадрес.;30.06.2025;;04.08.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;75,13;75130,0;;150260,0;;150260,0;;150260,0;100,0;;;;;;
XS2213663797;BCS12/25-2;BCS SP Plc Series 110;Корпоративные еврооблигации;XS2213663797;;3;1250,0;USD;8000;0;1;TQOD;Т+: Облигации (USD) - безадрес.;08.12.2025;;07.08.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;103,14;95117,9;;190235,8;;190235,8;;190235,8;100,0;;;;;;
XS2213664092;BCS12/25;BCS SP Plc Series 109;Корпоративные еврооблигации;XS2213664092;;3;100000,0;RUB;6000;0;1;TQCB;Т+: Облигации - безадрес.;08.12.2025;;07.08.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;103,12;103120,0;;206240,0;;206240,0;;206240,0;100,0;;;;;;
XS2215497830;BCS GMf8;BCS SP Plc Series 2020-24;Корпоративные еврооблигации;XS2215497830;;3;100000,0;RUB;6000;0;1;TQCB;Т+: Облигации - безадрес.;20.06.2025;;11.08.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;94,09;94090,0;;188180,0;;188180,0;;188180,0;100,0;;;;;;
XS2225301725;BCS12/25-3;BCS SP Plc Series 112;Корпоративные еврооблигации;XS2225301725;;3;1000,0;EUR;10000;0;1;TQOE;Т+: Облигации (EUR) - безадрес.;30.12.2025;;01.09.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;98,529;88122,268;;176244,536;;176244,536;;176244,536;100,0;;;;;;
XS2225424303;BCS12/25-4;BCS SP Plc Series 113;Корпоративные еврооблигации;XS2225424303;;3;100000,0;RUB;6000;0;1;TQCB;Т+: Облигации - безадрес.;30.12.2025;;03.09.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;93,59;93590,0;;187180,0;;187180,0;;187180,0;100,0;;;;;;
XS2228213471;BCSGM PG3;BCS SP Plc Series 2020-25;Корпоративные еврооблигации;XS2228213471;;3;100000,0;RUB;6000;0;1;TQCB;Т+: Облигации - безадрес.;01.10.2025;;08.09.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;99,99;99990,0;;199980,0;;199980,0;;199980,0;100,0;;;;;;
XS2230258035;BCS09/23;BCS SP Plc Series 115;Корпоративные еврооблигации;XS2230258035;;3;1250,0;USD;4000;0;1;TQOD;Т+: Облигации (USD) - безадрес.;30.09.2023;;10.09.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;109,61;101084,67;;202169,34;;202169,34;;202169,34;100,0;;;;;;
XS2237422972;BCS12/25-5;BCS SP Plc Series 118;Корпоративные еврооблигации;XS2237422972;;3;1250,0;USD;8000;0;1;TQOD;Т+: Облигации (USD) - безадрес.;30.12.2025;;22.09.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;96,99;89446,24;;178892,48;;178892,48;;178892,48;100,0;;;;;;
XS2242762651;BCSALORPT2;BCS SP Plc Series 2020-28;Корпоративные еврооблигации;XS2242762651;;3;100000,0;RUB;1000;0;1;TQCB;Т+: Облигации - безадрес.;20.11.2023;;09.10.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;99,94;99940,0;;199880,0;;199880,0;;199880,0;100,0;;;;;;
XS2243038663;BCSGM PG4;BCS SP Plc Series 2020-29;Корпоративные еврооблигации;XS2243038663;;3;100000,0;RUB;6000;0;1;TQCB;Т+: Облигации - безадрес.;10.11.2025;;15.10.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;99,49;99490,0;;198980,0;;198980,0;;198980,0;100,0;;;;;;
XS2244322322;BCS12/25-6;BCS SP Plc Series 121;Корпоративные еврооблигации;XS2244322322;;3;100000,0;RUB;10000;0;1;TQCB;Т+: Облигации - безадрес.;30.12.2025;;16.10.2020;0;1;0;;;;;;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;1;94,98;94980,0;;189960,0;;189960,0;;189960,0;100,0;;;;;;
